genome	kingdom	phylum	class	order	family	genus	species
G001830325	2	1224	28216	80840	119060	44013	1801989
G001830535	2	1224	28216	713636	90627	314343	1802156
G001830645	2	203691	0	0	0	0	1802198
G001830665	2	1224	29547	213849	72293	286130	1802243
G001830685	2	1224	29547	213849	72293	286130	1802245
G001830715	2	1224	29547	213849	72293	286130	1802246
G001830725	2	1224	29547	213849	72293	286130	1802248
G001830745	2	1224	29547	213849	72293	286130	1802249
G001830775	2	1224	29547	213849	72293	202746	1802251
G001830805	2	1224	29547	213849	72293	202746	1802261
G001830835	2	1224	28221	213462	0	0	1802287
G001830855	2	1224	28221	213462	213468	43773	1802292
G001830865	2	544448	0	0	0	0	1802346
G001830895	2	544448	0	0	0	0	1802347
G001830905	2	544448	0	0	0	0	1802351
G001830945	2	544448	0	0	0	0	1802357
G001830975	2	544448	0	0	0	0	1802360
G001831055	2	74201	0	0	0	0	1802430
G001831495	2	1224	1236	135622	267889	1518149	1763536
G001832905	2	1239	91061	186826	1300	1930830	1859473
G001853345	2	1224	28211	204457	41297	13687	653954
G001854105	2	1239	91061	186826	33958	1578	1613
G001854205	2	1117	0	1150	1892254	1155738	1155739
G001854245	2	1224	28221	213118	213119	896	897
G001854465	2	32066	203490	203491	203492	848	851
G001854555	2	1224	1236	135622	267888	53246	1859458
G001854605	2	1224	1236	135622	267888	53246	1859457
G001854655	2	201174	1760	85013	74712	1854	573497
G001856685	2	201174	1760	2037	2049	1654	1912795
G001856825	2157	28890	183967	2301	0	0	667138
G001856845	2157	28890	183967	2301	0	0	261391
G001857665	2	1224	1807140	225057	225058	119977	160808
G001858025	2	1117	0	1161	1162	264688	1853259
G001858115	2	1117	0	1161	1892259	77021	77022
G001858125	2	1117	0	1161	1892259	77021	77022
G001858325	2	1224	1236	135622	72275	2742	1879031
G001858525	2	0	0	0	0	213484	758823
G001865575	2	1224	28216	80840	119060	1822464	948107
G001865655	2	976	117743	200644	49546	252356	1644130
G001865765	2	201174	1760	85007	1653	1716	1719
G001865835	2	976	117743	200644	49546	76831	1458492
G001865855	2	201174	1760	85007	85025	1817	37332
G001866515	2	1224	28216	80840	75682	149698	47229
G001866985	2	201174	1760	85007	1653	1716	1719
G001867005	2	201174	1760	85007	1653	1716	1719
G001867045	2	201174	1760	85007	1653	1716	1719
G001867465	2	1239	91061	186826	81850	46254	1247
G001867525	2	1239	91061	186826	81850	46254	1247
G001867535	2	1239	91061	186826	81850	46254	1247
G001867555	2	1239	91061	186826	81850	46254	1247
G001867615	2	1239	91061	186826	81850	46254	1247
G001867795	2	1239	91061	186826	81850	46254	1247
G001867835	2	1239	91061	186826	81850	46254	1247
G001867875	2	1239	91061	186826	81850	46254	1247
G001867915	2	1239	91061	186826	81850	46254	1247
G001867975	2	1239	91061	186826	81850	46254	1247
G001868045	2	1239	91061	186826	81850	46254	1247
G001868055	2	1239	91061	186826	81850	46254	1247
G001868105	2	1239	91061	186826	81850	46254	1247
G001868115	2	1239	91061	186826	81850	46254	1247
G001868145	2	1239	91061	186826	81850	46254	1247
G001868185	2	1239	91061	186826	81850	46254	1247
G001868195	2	1239	91061	186826	81850	46254	1247
G001868205	2	1239	91061	186826	81850	46254	1247
G001868225	2	1239	91061	186826	81850	46254	1247
G001868275	2	1239	91061	186826	81850	46254	1247
G001868315	2	1239	91061	186826	81850	46254	1247
G001868345	2	1239	91061	186826	81850	46254	1247
G001868405	2	1239	91061	186826	81850	46254	1247
G001868425	2	1239	91061	186826	81850	46254	1247
G001868525	2	1239	91061	186826	81850	46254	1247
G001868545	2	1239	91061	186826	81850	46254	1247
G001868555	2	1239	91061	186826	81850	46254	1247
G001868715	2	1239	91061	186826	81850	46254	1247
G001868805	2	1239	91061	186826	81850	46254	1247
G001869295	2	1239	91061	186826	81850	46254	1247
G001869305	2	1239	91061	186826	81850	46254	1247
G001869395	2	1239	91061	186826	81850	46254	1247
G001869405	2	1239	91061	186826	81850	46254	1247
G001869445	2	1239	91061	186826	81850	46254	1247
G001869655	2	1239	91061	186826	81850	46254	1247
G001869735	2	1239	91061	186826	81850	46254	1247
G001869815	2	1239	91061	186826	81850	46254	1247
G001869885	2	1239	91061	186826	81850	46254	1247
G001869945	2	1239	91061	186826	81850	46254	1247
G001869985	2	1239	91061	186826	81850	46254	1247
G001870005	2	1239	91061	186826	81850	46254	1247
G001870015	2	1239	91061	186826	81850	46254	1247
G001870125	2157	651137	1643678	1033996	1033997	1826864	1826872
G001870225	2	1117	0	1955042	1955043	1188227	1188228
G001870485	2	1224	1236	135624	84642	225143	1414654
G001870665	2	1224	28211	204455	31989	119541	441209
G001870675	2	1224	28211	204455	31989	121820	121821
G001870735	2	976	768503	768507	89373	1914260	1750698
G001870905	2	1117	0	1150	1892251	63132	111611
G001871035	2	1224	28221	0	0	0	1805124
G001871115	2	74152	0	0	0	0	1805132
G001871125	2	74152	0	0	0	0	1805131
G001871165	2	1752728	0	0	0	0	1805145
G001871235	2	1752728	0	0	0	0	1805147
G001871285	2	1752720	0	0	0	0	1805209
G001871315	2	1224	29547	213849	72293	0	1805214
G001871325	2	1134404	795747	0	0	0	1805220
G001871365	2	1752740	0	0	0	0	1805235
G001871415	2157	1801616	0	0	0	0	1805424
G001871435	2	1752731	0	0	0	0	1805238
G001871445	2	1752731	0	0	0	0	1805239
G001871475	2157	1801631	0	0	0	0	1805247
G001871535	2157	1801631	0	0	0	0	1805248
G001871575	2	67814	693071	693072	693073	693074	1805053
G001871685	2	40117	0	0	0	0	1805276
G001871765	2	1752729	0	0	0	0	1805281
G001871815	2	67812	0	0	0	0	1805284
G001871835	2	1752726	0	0	0	0	1805035
G001871865	2	67812	0	0	0	0	1805285
G001871895	2	200795	292625	0	0	0	1805002
G001871925	2	1224	580370	0	0	0	1805427
G001871995	2	0	0	0	0	0	1805399
G001872005	2	1752725	0	0	0	0	1805087
G001872035	2	1752726	0	0	0	0	1805034
G001872105	2	67812	0	0	0	0	1805290
G001872165	2	200795	292625	0	0	0	1805004
G001872225	2	0	0	0	0	0	1805302
G001872245	2	0	0	0	0	0	1805303
G001872265	2	0	0	0	0	0	1805304
G001872305	2	0	0	0	0	0	1805305
G001872335	2	1752724	0	0	0	0	1805299
G001872385	2	0	0	0	0	0	1805306
G001872425	2	0	0	0	0	0	1805308
G001872435	2	0	0	0	0	0	1805307
G001872485	2	0	0	0	0	0	1805310
G001872505	2	0	0	0	0	0	1805312
G001872545	2	0	0	0	0	0	1805313
G001872575	2	1619053	0	0	0	0	1805323
G001872685	2	62680	0	0	0	0	1805240
G001872735	2	74201	0	0	0	0	1805421
G001872775	2	67812	0	0	0	0	1805286
G001872865	2	1224	28216	713636	90627	0	1805163
G001872925	2	200795	301297	0	0	0	1805102
G001872935	2	0	0	0	0	0	1805400
G001872945	2	0	0	0	0	0	1805401
G001872985	2	0	0	0	0	0	1805403
G001872995	2	976	0	0	0	0	1805032
G001873005	2	200795	301297	0	0	0	1805103
G001873045	2	67812	0	0	0	0	1805289
G001873075	2	65842	0	0	0	0	1805149
G001873115	2	1224	28221	213118	0	0	1805129
G001873135	2	1224	29547	213849	72293	0	1805215
G001873185	2	1134404	795747	0	0	0	1805221
G001873245	2	1752737	0	0	0	0	1805255
G001873265	2	40117	0	0	0	0	1805277
G001873305	2	1752729	0	0	0	0	1805283
G001873365	2	1117	0	1150	0	0	1805291
G001873375	2	1117	0	1150	0	0	1805292
G001873405	2	0	0	0	0	0	1805314
G001873435	2	1752724	0	0	0	0	1805300
G001873465	2	0	0	0	0	0	1805316
G001873485	2	0	0	0	0	0	1805317
G001873495	2	0	0	0	0	0	1805318
G001873515	2	0	0	0	0	0	1805319
G001873525	2	0	0	0	0	0	1805320
G001873565	2	1619053	0	0	0	0	1805324
G001873595	2	1752723	0	0	0	0	1805340
G001873625	2	95818	0	0	0	0	1805375
G001873675	2	1224	28221	213462	213468	0	1805377
G001873715	2	1224	1236	72273	135616	933	1805397
G001873745	2	1224	28221	213462	213468	0	1805378
G001873755	2	1817926	0	0	0	0	1817892
G001873785	2	0	0	0	0	0	1805402
G001873795	2	1224	580370	0	0	0	1805429
G001873845	2157	28890	0	1803511	0	1803512	1803514
G001873875	2	1752737	0	0	0	0	1805254
G001873905	2	1224	28221	0	0	0	1805125
G001873945	2	1819803	0	0	0	0	1817895
G001874005	2	1224	28221	213118	213119	0	1805128
G001874025	2	67812	0	0	0	0	1805288
G001874155	2	1224	1236	135623	641	662	1860091
G001874165	2	976	117743	200644	1853230	246873	1860084
G001874305	2	1224	28221	213481	263369	146784	1860085
G001874325	2	976	117743	200644	49546	237	1860086
G001874625	2	1224	1236	91347	1903414	586	587
G001875255	2	1729712	0	0	0	0	1902299
G001875345	2157	28890	0	0	0	0	1888995
G001875425	2157	28890	0	0	0	0	1889001
G001875605	2	1224	1236	1706369	0	0	1898960
G001875845	2	201174	1760	85007	1653	1716	1717
G001875875	2	201174	1760	85007	1653	1716	1717
G001875905	2	201174	1760	85007	1653	1716	1717
G001876005	2	201174	1760	85007	1653	1716	1717
G001876035	2	201174	1760	85007	1653	1716	1717
G001876055	2	201174	1760	85007	1653	1716	1717
G001876085	2	201174	1760	85007	1653	1716	1717
G001876095	2	201174	1760	85007	1653	1716	1717
G001876115	2	201174	1760	85007	1653	1716	1717
G001876175	2	201174	1760	85007	1653	1716	1717
G001876195	2	201174	1760	85007	1653	1716	1717
G001876255	2	201174	1760	85007	1653	1716	1717
G001878675	2	1239	91061	1385	186817	84406	1482
G001878775	2	1224	1236	72274	468	469	1891969
G001879715	2	1224	28211	204455	31989	1775424	1287720
G001880325	2	1297	188787	68933	188786	270	56956
G001881485	2	1224	1236	118969	118968	59195	59196
G001881495	2	1224	1236	118969	118968	59195	1225476
G001881585	2	201174	1760	85007	1762	1763	110505
G001884305	2	1239	91061	186826	81850	46255	1583
G001884705	2	201174	1760	85008	28056	56433	56438
G001884735	2	1224	28211	204455	31989	87171	87172
G001884825	2	1239	91061	1385	186817	0	1836462
G001885655	2	1117	0	1118	1890449	1125	1126
G001886395	2	1224	1236	135622	72275	226	314275
G001886435	2	1224	1236	135622	72275	226	314275
G001886695	2	1224	28211	204457	335929	1041	502682
G001886715	2	201174	1760	85007	85025	1817	134962
G001886815	2	1930617	1962850	1962852	1962854	187144	187145
G001886915	2	1239	91061	186826	81850	1243	1245
G001887245	2	201174	1760	85006	1268	1868332	556325
G001887285	2	201174	1760	85006	85023	33882	300019
G001887595	2	1224	1236	91347	543	570	1134687
G001888055	2	1224	1236	135615	868	1955421	1839807
G001888095	2157	28890	224756	94695	2206	2175	39664
G001888885	2	201174	1760	85011	2062	1883	48665
G001889005	2	976	117743	200644	49546	292691	1913577
G001889025	2	1224	28211	204457	41297	165697	1913578
G001889065	2	1224	1236	135615	868	13275	279832
G001889105	2	1224	28211	356	82115	28105	194963
G001889145	2	201174	1760	85007	1653	1716	1719
G001889305	2	200795	301297	1202465	1202464	61434	61435
G001889405	2157	28890	224756	94695	2206	2175	2177
G001889965	2	0	0	0	0	0	1911907
G001890035	2	0	0	0	0	0	1911687
G001890045	2	0	0	0	0	0	1911906
G001890765	2	1117	0	1890443	1890448	1154	270636
G001890925	2	1224	28211	204455	31989	1195766	696762
G001890965	2	976	768503	768507	89373	0	1905359
G001890975	2	1117	0	1150	1892251	1233426	1233427
G001894865	2	201174	1760	85007	85025	1827	183556
G001895925	2	1117	0	1890424	1890438	1005722	268141
G001896565	2	0	0	0	0	0	1918508
G001896635	2	508458	649775	649776	649777	81466	1918503
G001896645	2	1239	186801	68295	186814	499228	1918504
G001896655	2	976	200643	171549	171551	294702	1918498
G001896705	2	1239	186801	68295	227387	68335	1918500
G001896715	2157	28890	224756	2191	2194	45989	1918499
G001896725	2157	28890	224756	94695	2206	2225	1918501
G001896965	2	976	117747	200666	0	0	1895836
G001897035	2	976	200643	171549	0	0	1895719
G001897185	2	204428	204429	51291	809	810	1895742
G001897225	2	204428	204429	51291	0	0	1895743
G001897295	2	95818	0	0	0	0	1895829
G001897305	2	95818	0	0	0	0	1895828
G001897445	2	1224	28211	0	0	0	1895704
G001897475	2	1224	28211	0	0	0	1895707
G001897525	2	976	0	0	0	0	1895923
G001897535	2	976	0	0	0	0	1895921
G001897605	2	1239	186801	186802	0	0	1895746
G001897855	2	976	0	0	0	0	1895924
G001898035	2	67819	0	0	0	0	1895717
G001898225	2	200795	0	0	0	0	1895928
G001898235	2	1224	1236	0	0	0	1895767
G001898335	2	976	117747	200666	84566	423349	1895794
G001898405	2	976	117747	200666	0	0	1895838
G001898485	2	976	117747	200666	0	0	1895839
G001898495	2	976	117747	200666	0	0	1895840
G001898505	2	976	117747	200666	0	0	1895841
G001898575	2	976	768503	768507	89373	107	1895854
G001898935	2	976	200643	171549	171551	346096	1895899
G001899005	2	200795	0	0	0	0	1895927
G001899145	2	976	117743	0	0	0	1895763
G001899155	2	976	117743	200644	49546	237	1896168
G001899175	2	0	0	0	0	1662329	1895771
G001899315	2	0	0	1906152	0	1906156	1906157
G001899335	2	0	0	0	0	0	1906137
G001899365	2	0	0	0	0	0	1906169
G001899385	2	0	0	1906150	0	1906162	1906166
G001899395	2	0	0	0	0	0	1906167
G001899425	2	0	0	0	0	0	1906168
G001899445	2	1239	186801	186802	186807	1919276	1919273
G001899505	2	1224	1236	118969	444	445	1895903
G001899605	2	976	117747	200666	0	0	1895835
G001899705	2	976	117747	200666	84566	28453	1895843
G001901525	2	1224	1236	135618	0	0	1920888
G001902315	2	1239	91061	1385	90964	1279	61015
G001902575	2	32066	203490	203491	1129771	34104	1712031
G001902585	2	32066	203490	203491	1129771	34104	1712031
G001902615	2	201174	1760	85010	2070	1847	2074
G001904615	2	1117	0	1890424	1890436	132605	71188
G001904635	2	1117	0	52604	1890497	1616833	1616834
G001904645	2	1117	0	1161	1892263	1190	210993
G001904655	2	1117	0	1118	1890464	329162	329163
G001904715	2	1117	0	1161	1162	1177	212354
G001904725	2	1117	0	1150	1892254	1198	71191
G001905365	2	201174	1760	85011	2062	1883	1703920
G001907205	2	1224	28211	204455	31989	500577	197461
G001907975	2	1224	0	0	0	0	1793725
G001908185	2	1224	28211	356	41294	374	1680155
G001908275	2	1239	91061	1385	186822	44249	528191
G001908775	2	1224	1236	135614	32033	338	90270
G001909285	2	1239	91061	1385	0	33986	307643
G001913845	2	1117	0	1890424	1890436	132605	1890733
G001914135	2	1239	91061	1385	90964	1279	1282
G001914235	2	1224	28221	213118	213121	0	1920419
G001914375	2	640293	0	0	0	1170227	1927149
G001914405	2157	28890	0	0	0	0	1903181
G001914715	2	200795	388447	388448	388449	363276	1805233
G001914735	2	57723	0	0	0	0	1803466
G001914775	2	57723	0	0	0	0	1803465
G001914785	2	57723	0	0	0	0	1803464
G001914855	2	74201	0	0	0	0	1805418
G001914875	2	74201	0	0	0	0	1805417
G001914935	2	40117	0	0	0	0	1805273
G001915055	2	200795	388447	388448	388449	363276	1805232
G001915065	2157	0	0	0	0	0	1805020
G001915265	2	201174	84998	1643822	1643826	84111	1897000
G001915415	2	976	200643	171549	0	0	1897041
G001915435	2	976	200643	171549	815	816	1896973
G001915455	2	976	200643	171549	815	816	1897051
G001915495	2	976	200643	171549	815	816	338188
G001915615	2	976	200643	171549	1853231	574697	544644
G001915655	2	976	200643	171549	1853231	283168	1897010
G001915695	2	1239	186801	186802	186803	572511	1896976
G001915735	2	1239	186801	186802	186803	830	45851
G001915895	2	1239	186801	186802	0	0	1897049
G001916135	2	1239	186801	186802	31979	1485	1896984
G001916165	2	1239	186801	186802	31979	1485	1896985
G001916175	2	1239	186801	186802	31979	1485	1896986
G001916215	2	1239	186801	186802	31979	1485	1896987
G001916225	2	1239	186801	186802	31979	1485	1896990
G001916295	2	1239	186801	186802	186803	33042	1896996
G001916305	2	1239	186801	186802	186803	33042	1896997
G001916345	2	1239	186801	186802	186803	189330	1896999
G001916415	2	1239	186801	186802	186806	1730	1897004
G001916495	2	1239	186801	186802	541000	216851	1897006
G001916635	2	1239	0	0	0	0	1897029
G001916695	2	1239	0	0	0	0	1897030
G001916755	2	1239	0	0	0	0	1897033
G001916835	2	1239	186801	186802	216572	459786	1897011
G001916865	2	1239	909932	1843488	909930	33024	626940
G001916895	2	1239	186801	186802	186803	841	1897018
G001917015	2	1239	186801	186802	541000	1263	1160721
G001917065	2	1239	186801	186802	541000	1263	1897020
G001917115	2	0	0	0	0	0	1897008
G001917125	2	1224	28211	204441	41295	191	1896971
G001917135	2	1224	28211	204441	433	434	1896965
G001917235	2	1224	1236	72274	468	469	1896966
G001917285	2	0	0	0	0	0	1913460
G001917295	2	74201	203494	48461	1647988	239934	1896967
G001917435	2	57723	0	0	0	0	1803461
G001917455	2	57723	0	0	0	0	1803460
G001917495	2	57723	204432	204433	0	0	1803469
G001917505	2157	651137	0	0	0	0	1805393
G001917575	2	40117	0	0	0	0	1805270
G001917705	2	1224	28221	0	0	0	1805123
G001917825	2	200795	0	0	0	0	1805079
G001917855	2	67819	0	0	0	0	1805026
G001917935	2	74201	0	0	0	0	1805415
G001917965	2157	651137	0	0	0	0	1805396
G001917995	2157	651137	0	0	0	0	1805394
G001918165	2	1224	28221	0	0	0	1805118
G001918235	2	200795	0	0	0	0	1805075
G001918255	2	200795	388447	388448	388449	363276	1805230
G001918315	2157	0	0	0	0	0	1805017
G001918335	2	57723	0	0	0	0	1803457
G001918395	2	57723	0	0	0	0	1803455
G001918455	2157	651137	0	0	0	0	1805392
G001918475	2157	651137	0	0	0	0	1805390
G001918525	2	142182	0	0	0	0	1805189
G001918595	2	142182	0	0	0	0	1805184
G001918745	2157	28889	0	0	0	0	1805096
G001918765	2157	28889	0	0	0	0	1805095
G001918845	2	201174	0	0	0	0	1803487
G001918885	2	57723	0	0	0	0	1803448
G001918905	2	57723	0	0	0	0	1803447
G001918935	2	57723	204432	204433	0	0	1803468
G001919105	2	1134404	795747	0	0	0	1805219
G001919145	2	142182	0	0	0	0	1805180
G001919175	2157	28889	0	0	0	0	1805092
G001919285	2157	0	0	0	0	0	1805013
G001919305	2	201174	0	0	0	0	1803485
G001919385	2	57723	0	0	0	0	1803444
G001919435	2	57723	0	0	0	0	1803441
G001919445	2	57723	0	0	0	0	1803443
G001919455	2	57723	0	0	0	0	1803440
G001919485	2	74201	0	0	0	0	1805411
G001919715	2	57723	0	0	0	0	1803438
G001919845	2	200795	388447	388448	388449	363276	1805226
G001919995	2	200795	388447	388448	388449	363276	1805225
G001920155	2	57723	0	0	0	0	1803435
G001920165	2	57723	0	0	0	0	1803434
G001920195	2	142182	219685	219686	219687	173479	1805208
G001920235	2	200795	388447	388448	388449	363276	1805224
G001920375	2	57723	0	0	0	0	1803432
G001920395	2157	651137	0	0	0	0	1805383
G001920575	2157	28889	0	0	0	0	1805094
G001920655	2157	0	0	0	0	0	1805008
G001920725	2	201174	0	0	0	0	1803472
G001920795	2	57723	0	0	0	0	1803429
G001920815	2	57723	0	0	0	0	1803427
G001920835	2	57723	0	0	0	0	1803425
G001920875	2	57723	0	0	0	0	1803424
G001921215	2	201174	1760	85010	2070	695999	485602
G001922025	2	1239	91061	186826	33958	1578	152331
G001922265	2	201174	1760	85007	1653	1716	1719
G001922545	2	203691	203692	136	1643685	64895	29519
G001922565	2	1224	1236	135619	135620	75687	1572645
G001922575	2	1224	1236	135619	135620	75687	1572645
G001922955	2	1224	1236	135622	0	0	1895005
G001924935	2	1224	1236	135622	267888	53246	228
G001924945	2	1224	1236	135622	72275	226	1772289
G001927245	2	1224	28211	204455	31989	1904377	1443441
G001931505	2	1224	28221	29	49	1882917	1882918
G001931535	2	1224	28221	29	0	1649470	888845
G001931655	2	1224	1807140	225057	225058	119977	119978
G001932165	2	1224	28211	356	772	773	38323
G001932175	2	1224	28211	356	772	773	38323
G001932215	2	1224	28211	356	772	773	38323
G001932225	2	1224	28211	356	772	773	38323
G001932235	2	1224	28211	356	772	773	38323
G001932595	2	1224	1236	72273	135616	1237	1238
G001932735	2	1224	1236	72273	135616	1237	1238
G001932755	2	1224	1236	72273	135616	1237	1238
G001932775	2	1224	1236	72273	135616	1237	1238
G001932795	2	1224	1236	72273	135616	1237	1238
G001932815	2	1224	1236	72273	135616	1237	1238
G001932835	2	1224	1236	72273	135616	1237	1238
G001932855	2	1224	1236	72273	135616	1237	1238
G001932875	2	1224	1236	72273	135616	1237	1238
G001932895	2	1224	1236	72273	135616	1237	1238
G001932915	2	1224	1236	72273	135616	1237	1238
G001932935	2	1224	1236	72273	135616	1237	1238
G001932955	2	1224	1236	72273	135616	1237	1238
G001936115	2	201174	1760	2037	2049	1654	156892
G001936235	2	1239	91061	186826	33958	1578	109790
G001936255	2	203691	203692	136	1643685	138	143
G001937155	2	1224	1236	135619	28256	404432	1928762
G001938355	2	1224	1236	135625	712	724	738
G001939115	2	1117	0	1150	0	0	1922337
G001939485	2	1239	91061	186826	81850	46254	1247
G001939945	2	1224	28211	204441	41295	34023	1709002
G001940565	2	1239	1737404	1737405	1737406	41273	79681
G001940645	2157	0	0	0	0	0	1841598
G001940655	2157	1655434	0	0	0	0	1849166
G001940665	2157	1936271	0	0	0	0	1841599
G001940705	2157	1706441	0	0	0	0	1837170
G001940725	2157	0	0	0	0	0	1841597
G001940755	2157	0	0	0	0	0	1841596
G001940805	2157	28890	224756	2191	88404	0	1930022
G001940825	2	203691	203692	136	137	399320	1930011
G001940845	2	1239	186801	186802	990719	0	1930013
G001940855	2	1239	186801	186802	990719	0	1930012
G001940885	2	1224	1236	135624	83763	83770	1929997
G001940895	2	1239	186801	186802	990719	0	1930014
G001940945	2	74201	203494	48461	1647988	239934	1929996
G001940985	2	544448	31969	0	0	0	1930023
G001940995	2	1239	186801	186802	541000	1263	1930000
G001941025	2	1239	186801	186802	186803	0	1930016
G001941055	2	1239	186801	186802	541000	1263	1930001
G001941065	2	976	200643	171549	171550	239759	1930002
G001941135	2	1239	186801	186802	541000	1263	1930004
G001941205	2	508458	649775	649776	649777	2753	1930003
G001941225	2	1239	186801	186802	216572	0	1930020
G001941345	2	201174	1760	85007	1653	1716	1705
G001941785	2	1239	91061	186826	33958	1578	1613
G001941805	2	1224	1236	72274	468	469	40215
G001941825	2	1224	28216	80840	75682	149698	1141883
G001941945	2	1224	28211	204441	433	125216	257708
G001942005	2	201174	1760	85007	1653	1716	1719
G001942495	2	1117	0	1150	1892254	1155738	207920
G001945525	2	1239	526524	526525	128827	1937007	1862668
G001945535	2	1239	526524	526525	128827	1729679	1702221
G001945605	2	1239	526524	526525	128827	1937008	1862672
G001950115	2	1239	186801	186802	186804	1849828	1505
G001950395	2	201174	84998	84999	84107	0	1927122
G001951175	2	1239	91061	186826	33958	1578	392416
G001952045	2	1224	28211	356	772	773	1686310
G001952065	2	1224	28211	356	772	773	1686310
G001952075	2	1224	28211	356	772	773	1686310
G001952815	2	976	117747	200666	84566	28453	1933220
G001953075	2	1224	1236	1706369	1706372	1217416	930806
G001953175	2	200795	301297	0	0	670486	1839801
G001953195	2	1224	1236	72274	468	469	487316
G001953785	2	1239	91061	186826	33958	1578	1622
G001955715	2	1224	28216	80840	80864	28065	1484693
G001956915	2	201174	1760	85006	85021	1755676	1428657
G001956985	2	203682	203683	112	1763524	1763521	1387353
G001957125	2	1224	1236	135622	267890	22	1917163
G001957175	2	1224	1236	135622	267889	28228	1917165
G001968815	2	1224	1236	135619	135620	1775292	1897630
G001968835	2	201174	1760	85006	1268	1418588	554083
G001968985	2	200783	187857	1485951	558314	64159	1914305
G001969175	2	201174	1760	85007	1653	1716	1719
G001969385	2	1224	28211	204455	31989	1701761	1229727
G001969405	2	1224	1236	118969	444	445	446
G001969465	2	201174	1760	85007	1653	1716	1719
G001969485	2	201174	1760	85007	1653	1716	1719
G001969535	2	1224	28211	356	82115	34019	34021
G001969935	2	203691	203692	0	170	171	28184
G001971785	2	976	117743	200644	49546	1649495	1936081
G001975165	2	201174	1760	85007	1653	1716	1719
G001975465	2	1090	191410	191411	191412	1091	1917528
G001975685	2	1239	91061	186826	186828	1470540	1903686
G001975825	2	976	1853228	1853229	563835	79328	1936242
G001975945	2	1224	28221	213115	194924	41707	29546
G001975995	2	1239	91061	1385	186817	1386	936599
G001981705	2	1239	91061	186826	33958	1578	1599
G001981825	2	1239	91061	186826	33958	1578	1599
G001981925	2	1239	91061	186826	33958	1578	28038
G001982025	2	1239	91061	186826	33958	1578	28038
G001982045	2	1239	91061	186826	33958	1578	28038
G001982085	2	1239	91061	186826	33958	1578	1597
G001982095	2	1239	91061	186826	33958	1578	1597
G001982185	2	1239	91061	186826	33958	1578	1613
G001982205	2	1239	91061	186826	33958	1578	1590
G001983655	2	1224	28211	356	82115	34019	556287
G001983675	2	1224	28211	356	82115	34019	556287
G001983935	2	203682	203683	112	126	1936111	1891926
G001989475	2	1224	1236	118969	444	445	446
G001989595	2	201174	1760	85007	1653	1716	1719
G001995005	2	1239	186801	186802	0	2383	1884657
G001995095	2	1224	1236	135619	135620	965	966
G001995405	2	1224	1236	135623	641	51366	1909437
G001995415	2	1224	1236	135623	641	51366	1909438
G001996105	2	1224	1236	135623	641	51366	1909445
G001996115	2	1224	1236	135623	641	51366	1909455
G001996245	2	1224	1236	135623	641	51366	1909457
G001996265	2	1224	1236	135623	641	51366	1909456
G001997265	2	1224	1236	72274	468	475	480
G001997385	2	203682	666505	0	0	0	1940790
G001999965	2	203682	666505	0	0	0	1851148
G002000055	2	1224	1236	135619	224372	863253	1792834
G002000245	2	976	117747	200666	84566	28453	1933868
G002002505	2	40117	203693	189778	189779	179	178606
G002002625	2	1224	1236	118969	444	445	446
G002002665	2	40117	203693	189778	189779	179	178606
G002003465	2	1239	91061	1385	186821	1940395	1674942
G002003665	2	1224	28211	204441	433	1654741	1539051
G002005165	2	1239	91061	1385	186824	1677050	1471761
G002005305	2	1224	1236	135622	267890	22	225848
G002005325	2	1224	28211	356	0	1902578	1902579
G002005365	2	1224	28216	80840	506	1100891	643674
G002005465	2	1224	28211	204441	433	320496	320497
G002006795	2	1224	1236	0	0	582472	1940240
G002006815	2	1117	0	1890424	1890426	1129	1910958
G002006995	2	1224	1236	91347	543	1780190	1926881
G002007295	2	1239	186801	186802	0	2383	1764958
G002007305	2	1239	186801	186802	0	2383	1764961
G002007375	2	1239	186801	186802	0	2383	1764960
G002007485	2	1224	28211	356	772	773	1686310
G002007505	2	1224	28211	356	772	773	1686310
G002007565	2	1224	28211	356	772	773	1686310
G002007645	2	203682	666505	0	0	0	1936003
G002007725	2	204428	204429	51291	809	810	1457153
G002007825	2	200795	301297	1202465	1202464	61434	61435
G002007845	2	200795	301297	1202465	1202464	61434	61435
G002007865	2	200795	301297	1202465	1202464	61434	61435
G002007905	2	200795	301297	1202465	1202464	61434	61435
G002009415	2	201174	1760	85007	1653	1716	1719
G002009735	2	203691	203692	0	170	32205	183
G002009965	2157	28890	183939	2182	2183	155862	1935054
G002009975	2157	28890	183968	2258	2259	2263	1935003
G002009985	2157	928852	0	0	0	0	1935118
G002010045	2157	28890	183980	2231	2232	2233	1934979
G002010075	2157	28890	224756	0	0	0	1935140
G002010125	2157	28890	183980	2231	2232	2233	1934980
G002010155	2157	28890	183980	2231	2232	2233	1934988
G002010195	2157	28890	183980	2231	2232	2233	1934989
G002010215	2157	28890	183980	2231	2232	2233	1934994
G002010285	2157	28890	183980	2231	2232	2233	1934998
G002010295	2157	28890	183980	2231	2232	2233	1934996
G002010305	2157	28890	183980	0	0	0	1935016
G002010355	2	67810	0	0	0	0	1935103
G002010365	2	67810	0	0	0	0	1935104
G002010385	2	67810	0	0	0	0	1935106
G002010445	2	200795	301297	1202465	1202464	61434	1935050
G002010535	2	1239	186801	68295	0	0	1935151
G002010545	2	200795	292625	292629	0	0	1935099
G002010555	2	0	0	0	0	0	1935013
